Code,Sektor,Sub_Sektor,Ticker_YF,Link
YELO,Barang-Konsumen-NonPrimer,Distribusi Konsumen,YELO.JK,https://stockbit.com/symbol/YELO
PMUI,Barang-Konsumen-NonPrimer,Distribusi Konsumen,PMUI.JK,https://stockbit.com/symbol/PMUI
MKNT,Barang-Konsumen-NonPrimer,Distribusi Konsumen,MKNT.JK,https://stockbit.com/symbol/MKNT
TELE,Barang-Konsumen-NonPrimer,Distribusi Konsumen,TELE.JK,https://stockbit.com/symbol/TELE
ERAA,Barang-Konsumen-NonPrimer,Ritel Elektronik,ERAA.JK,https://stockbit.com/symbol/ERAA
SLIS,Barang-Konsumen-NonPrimer,Ritel Elektronik,SLIS.JK,https://stockbit.com/symbol/SLIS
ERAL,Barang-Konsumen-NonPrimer,Ritel Elektronik,ERAL.JK,https://stockbit.com/symbol/ERAL
ECII,Barang-Konsumen-NonPrimer,Ritel Elektronik,ECII.JK,https://stockbit.com/symbol/ECII
UFOE,Barang-Konsumen-NonPrimer,Ritel Elektronik,UFOE.JK,https://stockbit.com/symbol/UFOE
GLOB,Barang-Konsumen-NonPrimer,Ritel Elektronik,GLOB.JK,https://stockbit.com/symbol/GLOB
TRIO,Barang-Konsumen-NonPrimer,Ritel Elektronik,TRIO.JK,https://stockbit.com/symbol/TRIO
LPPF,Barang-Konsumen-NonPrimer,Department Store,LPPF.JK,https://stockbit.com/symbol/LPPF
RALS,Barang-Konsumen-NonPrimer,Department Store,RALS.JK,https://stockbit.com/symbol/RALS
SONA,Barang-Konsumen-NonPrimer,Department Store,SONA.JK,https://stockbit.com/symbol/SONA
KICI,Barang-Konsumen-NonPrimer,Perlengkapan Rumah,KICI.JK,https://stockbit.com/symbol/KICI
LIVE,Barang-Konsumen-NonPrimer,Perlengkapan Rumah,LIVE.JK,https://stockbit.com/symbol/LIVE
LMPI,Barang-Konsumen-NonPrimer,Perlengkapan Rumah,LMPI.JK,https://stockbit.com/symbol/LMPI
MICE,Barang-Konsumen-NonPrimer,Perlengkapan Rumah,MICE.JK,https://stockbit.com/symbol/MICE
HRTA,Barang-Konsumen-NonPrimer,Barang Mewah,HRTA.JK,https://stockbit.com/symbol/HRTA
PBRX,Barang-Konsumen-NonPrimer,Barang Mewah,PBRX.JK,https://stockbit.com/symbol/PBRX
ERTX,Barang-Konsumen-NonPrimer,Barang Mewah,ERTX.JK,https://stockbit.com/symbol/ERTX
TRIS,Barang-Konsumen-NonPrimer,Barang Mewah,TRIS.JK,https://stockbit.com/symbol/TRIS
RICY,Barang-Konsumen-NonPrimer,Barang Mewah,RICY.JK,https://stockbit.com/symbol/RICY
POLU,Barang-Konsumen-NonPrimer,Barang Mewah,POLU.JK,https://stockbit.com/symbol/POLU
MEJA,Barang-Konsumen-NonPrimer,Furnitur,MEJA.JK,https://stockbit.com/symbol/MEJA
WOOD,Barang-Konsumen-NonPrimer,Furnitur,WOOD.JK,https://stockbit.com/symbol/WOOD
SOFA,Barang-Konsumen-NonPrimer,Furnitur,SOFA.JK,https://stockbit.com/symbol/SOFA
GEMA,Barang-Konsumen-NonPrimer,Furnitur,GEMA.JK,https://stockbit.com/symbol/GEMA
OLIV,Barang-Konsumen-NonPrimer,Furnitur,OLIV.JK,https://stockbit.com/symbol/OLIV
CINT,Barang-Konsumen-NonPrimer,Furnitur,CINT.JK,https://stockbit.com/symbol/CINT
MGLV,Barang-Konsumen-NonPrimer,Furnitur,MGLV.JK,https://stockbit.com/symbol/MGLV
CBMF,Barang-Konsumen-NonPrimer,Furnitur,CBMF.JK,https://stockbit.com/symbol/CBMF
LFLO,Barang-Konsumen-NonPrimer,Furnitur,LFLO.JK,https://stockbit.com/symbol/LFLO
TMPO,Barang-Konsumen-NonPrimer,Penerbitan,TMPO.JK,https://stockbit.com/symbol/TMPO
ABBA,Barang-Konsumen-NonPrimer,Penerbitan,ABBA.JK,https://stockbit.com/symbol/ABBA
DIGI,Barang-Konsumen-NonPrimer,Penerbitan,DIGI.JK,https://stockbit.com/symbol/DIGI
PANR,Barang-Konsumen-NonPrimer,Travel Agent,PANR.JK,https://stockbit.com/symbol/PANR
HAJJ,Barang-Konsumen-NonPrimer,Travel Agent,HAJJ.JK,https://stockbit.com/symbol/HAJJ
BAYU,Barang-Konsumen-NonPrimer,Travel Agent,BAYU.JK,https://stockbit.com/symbol/BAYU
PDES,Barang-Konsumen-NonPrimer,Travel Agent,PDES.JK,https://stockbit.com/symbol/PDES
DOSS,Barang-Konsumen-NonPrimer,Barang Elektronik Konsumen,DOSS.JK,https://stockbit.com/symbol/DOSS
MNCN,Barang-Konsumen-NonPrimer,Penyiaran,MNCN.JK,https://stockbit.com/symbol/MNCN
SCMA,Barang-Konsumen-NonPrimer,Penyiaran,SCMA.JK,https://stockbit.com/symbol/SCMA
MDIA,Barang-Konsumen-NonPrimer,Penyiaran,MDIA.JK,https://stockbit.com/symbol/MDIA
NETV,Barang-Konsumen-NonPrimer,Penyiaran,NETV.JK,https://stockbit.com/symbol/NETV
VIVA,Barang-Konsumen-NonPrimer,Penyiaran,VIVA.JK,https://stockbit.com/symbol/VIVA
MARI,Barang-Konsumen-NonPrimer,Penyiaran,MARI.JK,https://stockbit.com/symbol/MARI
VKTR,Barang-Konsumen-NonPrimer,Suku Cadang,VKTR.JK,https://stockbit.com/symbol/VKTR
AUTO,Barang-Konsumen-NonPrimer,Suku Cadang,AUTO.JK,https://stockbit.com/symbol/AUTO
KAQI,Barang-Konsumen-NonPrimer,Suku Cadang,KAQI.JK,https://stockbit.com/symbol/KAQI
INDS,Barang-Konsumen-NonPrimer,Suku Cadang,INDS.JK,https://stockbit.com/symbol/INDS
SMSM,Barang-Konsumen-NonPrimer,Suku Cadang,SMSM.JK,https://stockbit.com/symbol/SMSM
ISAP,Barang-Konsumen-NonPrimer,Suku Cadang,ISAP.JK,https://stockbit.com/symbol/ISAP
PART,Barang-Konsumen-NonPrimer,Suku Cadang,PART.JK,https://stockbit.com/symbol/PART
DRMA,Barang-Konsumen-NonPrimer,Suku Cadang,DRMA.JK,https://stockbit.com/symbol/DRMA
LPIN,Barang-Konsumen-NonPrimer,Suku Cadang,LPIN.JK,https://stockbit.com/symbol/LPIN
AEGS,Barang-Konsumen-NonPrimer,Suku Cadang,AEGS.JK,https://stockbit.com/symbol/AEGS
LMAX,Barang-Konsumen-NonPrimer,Suku Cadang,LMAX.JK,https://stockbit.com/symbol/LMAX
BOLT,Barang-Konsumen-NonPrimer,Suku Cadang,BOLT.JK,https://stockbit.com/symbol/BOLT
RANS,Barang-Konsumen-NonPrimer,Hiburan Film,RANS.JK,https://stockbit.com/symbol/RANS
FILM,Barang-Konsumen-NonPrimer,Hiburan Film,FILM.JK,https://stockbit.com/symbol/FILM
MSIN,Barang-Konsumen-NonPrimer,Hiburan Film,MSIN.JK,https://stockbit.com/symbol/MSIN
VERN,Barang-Konsumen-NonPrimer,Hiburan Film,VERN.JK,https://stockbit.com/symbol/VERN
RAAM,Barang-Konsumen-NonPrimer,Hiburan Film,RAAM.JK,https://stockbit.com/symbol/RAAM
MERI,Barang-Konsumen-NonPrimer,Jasa Pendidikan,MERI.JK,https://stockbit.com/symbol/MERI
IDEA,Barang-Konsumen-NonPrimer,Jasa Pendidikan,IDEA.JK,https://stockbit.com/symbol/IDEA
BMBL,Barang-Konsumen-NonPrimer,Jasa Pendidikan,BMBL.JK,https://stockbit.com/symbol/BMBL
BELL,Barang-Konsumen-NonPrimer,Tekstil,BELL.JK,https://stockbit.com/symbol/BELL
ESTI,Barang-Konsumen-NonPrimer,Tekstil,ESTI.JK,https://stockbit.com/symbol/ESTI
INOV,Barang-Konsumen-NonPrimer,Tekstil,INOV.JK,https://stockbit.com/symbol/INOV
ACRO,Barang-Konsumen-NonPrimer,Tekstil,ACRO.JK,https://stockbit.com/symbol/ACRO
SRIL,Barang-Konsumen-NonPrimer,Tekstil,SRIL.JK,https://stockbit.com/symbol/SRIL
INDR,Barang-Konsumen-NonPrimer,Tekstil,INDR.JK,https://stockbit.com/symbol/INDR
SPRE,Barang-Konsumen-NonPrimer,Tekstil,SPRE.JK,https://stockbit.com/symbol/SPRE
SSTM,Barang-Konsumen-NonPrimer,Tekstil,SSTM.JK,https://stockbit.com/symbol/SSTM
ARGO,Barang-Konsumen-NonPrimer,Tekstil,ARGO.JK,https://stockbit.com/symbol/ARGO
POLY,Barang-Konsumen-NonPrimer,Tekstil,POLY.JK,https://stockbit.com/symbol/POLY
TFCO,Barang-Konsumen-NonPrimer,Tekstil,TFCO.JK,https://stockbit.com/symbol/TFCO
SBAT,Barang-Konsumen-NonPrimer,Tekstil,SBAT.JK,https://stockbit.com/symbol/SBAT
MYTX,Barang-Konsumen-NonPrimer,Tekstil,MYTX.JK,https://stockbit.com/symbol/MYTX
CNTX,Barang-Konsumen-NonPrimer,Tekstil,CNTX.JK,https://stockbit.com/symbol/CNTX
UNIT,Barang-Konsumen-NonPrimer,Tekstil,UNIT.JK,https://stockbit.com/symbol/UNIT
CNMA,Barang-Konsumen-NonPrimer,Fasilitas Rekreasi,CNMA.JK,https://stockbit.com/symbol/CNMA
GOLF,Barang-Konsumen-NonPrimer,Fasilitas Rekreasi,GOLF.JK,https://stockbit.com/symbol/GOLF
BOLA,Barang-Konsumen-NonPrimer,Fasilitas Rekreasi,BOLA.JK,https://stockbit.com/symbol/BOLA
PJAA,Barang-Konsumen-NonPrimer,Fasilitas Rekreasi,PJAA.JK,https://stockbit.com/symbol/PJAA
BLTZ,Barang-Konsumen-NonPrimer,Fasilitas Rekreasi,BLTZ.JK,https://stockbit.com/symbol/BLTZ
ACES,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,ACES.JK,https://stockbit.com/symbol/ACES
TOOL,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,TOOL.JK,https://stockbit.com/symbol/TOOL
MDIY,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,MDIY.JK,https://stockbit.com/symbol/MDIY
DEPO,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,DEPO.JK,https://stockbit.com/symbol/DEPO
BAUT,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,BAUT.JK,https://stockbit.com/symbol/BAUT
CSAP,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,CSAP.JK,https://stockbit.com/symbol/CSAP
KLIN,Barang-Konsumen-NonPrimer,Ritel Barang Rumah,KLIN.JK,https://stockbit.com/symbol/KLIN
MSKY,Barang-Konsumen-NonPrimer,Penyiaran Berbayar,MSKY.JK,https://stockbit.com/symbol/MSKY
IPTV,Barang-Konsumen-NonPrimer,Penyiaran Berbayar,IPTV.JK,https://stockbit.com/symbol/IPTV
FAST,Barang-Konsumen-NonPrimer,Restoran,FAST.JK,https://stockbit.com/symbol/FAST
BAIK,Barang-Konsumen-NonPrimer,Restoran,BAIK.JK,https://stockbit.com/symbol/BAIK
CSMI,Barang-Konsumen-NonPrimer,Restoran,CSMI.JK,https://stockbit.com/symbol/CSMI
PZZA,Barang-Konsumen-NonPrimer,Restoran,PZZA.JK,https://stockbit.com/symbol/PZZA
ENAK,Barang-Konsumen-NonPrimer,Restoran,ENAK.JK,https://stockbit.com/symbol/ENAK
PGLI,Barang-Konsumen-NonPrimer,Restoran,PGLI.JK,https://stockbit.com/symbol/PGLI
LUCY,Barang-Konsumen-NonPrimer,Restoran,LUCY.JK,https://stockbit.com/symbol/LUCY
RAFI,Barang-Konsumen-NonPrimer,Restoran,RAFI.JK,https://stockbit.com/symbol/RAFI
MAPB,Barang-Konsumen-NonPrimer,Restoran,MAPB.JK,https://stockbit.com/symbol/MAPB
PTSP,Barang-Konsumen-NonPrimer,Restoran,PTSP.JK,https://stockbit.com/symbol/PTSP
DUCK,Barang-Konsumen-NonPrimer,Restoran,DUCK.JK,https://stockbit.com/symbol/DUCK
CTRA,Properti dan Real Estat,Developer Properti,CTRA.JK,https://stockbit.com/symbol/CTRA
PWON,Properti dan Real Estat,Developer Properti,PWON.JK,https://stockbit.com/symbol/PWON
BSDE,Properti dan Real Estat,Developer Properti,BSDE.JK,https://stockbit.com/symbol/BSDE
SMRA,Properti dan Real Estat,Developer Properti,SMRA.JK,https://stockbit.com/symbol/SMRA
KIJA,Properti dan Real Estat,Developer Properti,KIJA.JK,https://stockbit.com/symbol/KIJA
PANI,Properti dan Real Estat,Developer Properti,PANI.JK,https://stockbit.com/symbol/PANI
BKSL,Properti dan Real Estat,Developer Properti,BKSL.JK,https://stockbit.com/symbol/BKSL
DMAS,Properti dan Real Estat,Developer Properti,DMAS.JK,https://stockbit.com/symbol/DMAS
CBDK,Properti dan Real Estat,Developer Properti,CBDK.JK,https://stockbit.com/symbol/CBDK
DADA,Properti dan Real Estat,Developer Properti,DADA.JK,https://stockbit.com/symbol/DADA
LPKR,Properti dan Real Estat,Developer Properti,LPKR.JK,https://stockbit.com/symbol/LPKR
APLN,Properti dan Real Estat,Developer Properti,APLN.JK,https://stockbit.com/symbol/APLN
ELTY,Properti dan Real Estat,Developer Properti,ELTY.JK,https://stockbit.com/symbol/ELTY
TRUE,Properti dan Real Estat,Developer Properti,TRUE.JK,https://stockbit.com/symbol/TRUE
REAL,Properti dan Real Estat,Developer Properti,REAL.JK,https://stockbit.com/symbol/REAL
ASRI,Properti dan Real Estat,Developer Properti,ASRI.JK,https://stockbit.com/symbol/ASRI
BSBK,Properti dan Real Estat,Developer Properti,BSBK.JK,https://stockbit.com/symbol/BSBK
KOCI,Properti dan Real Estat,Developer Properti,KOCI.JK,https://stockbit.com/symbol/KOCI
UANG,Properti dan Real Estat,Developer Properti,UANG.JK,https://stockbit.com/symbol/UANG
TRIN,Properti dan Real Estat,Developer Properti,TRIN.JK,https://stockbit.com/symbol/TRIN
BAPA,Properti dan Real Estat,Developer Properti,BAPA.JK,https://stockbit.com/symbol/BAPA
LAND,Properti dan Real Estat,Developer Properti,LAND.JK,https://stockbit.com/symbol/LAND
DILD,Properti dan Real Estat,Developer Properti,DILD.JK,https://stockbit.com/symbol/DILD
NZIA,Properti dan Real Estat,Developer Properti,NZIA.JK,https://stockbit.com/symbol/NZIA
BCIP,Properti dan Real Estat,Developer Properti,BCIP.JK,https://stockbit.com/symbol/BCIP
CSIS,Properti dan Real Estat,Developer Properti,CSIS.JK,https://stockbit.com/symbol/CSIS
BEST,Properti dan Real Estat,Developer Properti,BEST.JK,https://stockbit.com/symbol/BEST
LPCK,Properti dan Real Estat,Developer Properti,LPCK.JK,https://stockbit.com/symbol/LPCK
PPRO,Properti dan Real Estat,Developer Properti,PPRO.JK,https://stockbit.com/symbol/PPRO
PAMG,Properti dan Real Estat,Developer Properti,PAMG.JK,https://stockbit.com/symbol/PAMG
RODA,Properti dan Real Estat,Developer Properti,RODA.JK,https://stockbit.com/symbol/RODA
PURI,Properti dan Real Estat,Developer Properti,PURI.JK,https://stockbit.com/symbol/PURI
RBMS,Properti dan Real Estat,Developer Properti,RBMS.JK,https://stockbit.com/symbol/RBMS
GPRA,Properti dan Real Estat,Developer Properti,GPRA.JK,https://stockbit.com/symbol/GPRA
RISE,Properti dan Real Estat,Developer Properti,RISE.JK,https://stockbit.com/symbol/RISE
CITY,Properti dan Real Estat,Developer Properti,CITY.JK,https://stockbit.com/symbol/CITY
MDLN,Properti dan Real Estat,Developer Properti,MDLN.JK,https://stockbit.com/symbol/MDLN
MMLP,Properti dan Real Estat,Developer Properti,MMLP.JK,https://stockbit.com/symbol/MMLP
BIPP,Properti dan Real Estat,Developer Properti,BIPP.JK,https://stockbit.com/symbol/BIPP
ADCP,Properti dan Real Estat,Developer Properti,ADCP.JK,https://stockbit.com/symbol/ADCP
EMDE,Properti dan Real Estat,Developer Properti,EMDE.JK,https://stockbit.com/symbol/EMDE
ATAP,Properti dan Real Estat,Developer Properti,ATAP.JK,https://stockbit.com/symbol/ATAP
AMAN,Properti dan Real Estat,Developer Properti,AMAN.JK,https://stockbit.com/symbol/AMAN
WINR,Properti dan Real Estat,Developer Properti,WINR.JK,https://stockbit.com/symbol/WINR
GRIA,Properti dan Real Estat,Developer Properti,GRIA.JK,https://stockbit.com/symbol/GRIA
JRPT,Properti dan Real Estat,Developer Properti,JRPT.JK,https://stockbit.com/symbol/JRPT
SMDM,Properti dan Real Estat,Developer Properti,SMDM.JK,https://stockbit.com/symbol/SMDM
KBAG,Properti dan Real Estat,Developer Properti,KBAG.JK,https://stockbit.com/symbol/KBAG
ASPI,Properti dan Real Estat,Developer Properti,ASPI.JK,https://stockbit.com/symbol/ASPI
DUTI,Properti dan Real Estat,Developer Properti,DUTI.JK,https://stockbit.com/symbol/DUTI
BKDP,Properti dan Real Estat,Developer Properti,BKDP.JK,https://stockbit.com/symbol/BKDP
BAPI,Properti dan Real Estat,Developer Properti,BAPI.JK,https://stockbit.com/symbol/BAPI
BBSS,Properti dan Real Estat,Developer Properti,BBSS.JK,https://stockbit.com/symbol/BBSS
KSIX,Properti dan Real Estat,Developer Properti,KSIX.JK,https://stockbit.com/symbol/KSIX
RELF,Properti dan Real Estat,Developer Properti,RELF.JK,https://stockbit.com/symbol/RELF
LPLI,Properti dan Real Estat,Developer Properti,LPLI.JK,https://stockbit.com/symbol/LPLI
VAST,Properti dan Real Estat,Developer Properti,VAST.JK,https://stockbit.com/symbol/VAST
ROCK,Properti dan Real Estat,Developer Properti,ROCK.JK,https://stockbit.com/symbol/ROCK
SAGE,Properti dan Real Estat,Developer Properti,SAGE.JK,https://stockbit.com/symbol/SAGE
MSIE,Properti dan Real Estat,Developer Properti,MSIE.JK,https://stockbit.com/symbol/MSIE
URBN,Properti dan Real Estat,Developer Properti,URBN.JK,https://stockbit.com/symbol/URBN
CBPE,Properti dan Real Estat,Developer Properti,CBPE.JK,https://stockbit.com/symbol/CBPE
HOMI,Properti dan Real Estat,Developer Properti,HOMI.JK,https://stockbit.com/symbol/HOMI
TARA,Properti dan Real Estat,Developer Properti,TARA.JK,https://stockbit.com/symbol/TARA
MTLA,Properti dan Real Estat,Developer Properti,MTLA.JK,https://stockbit.com/symbol/MTLA
MPRO,Properti dan Real Estat,Developer Properti,MPRO.JK,https://stockbit.com/symbol/MPRO
PUDP,Properti dan Real Estat,Developer Properti,PUDP.JK,https://stockbit.com/symbol/PUDP
NIRO,Properti dan Real Estat,Developer Properti,NIRO.JK,https://stockbit.com/symbol/NIRO
NASA,Properti dan Real Estat,Developer Properti,NASA.JK,https://stockbit.com/symbol/NASA
GMTD,Properti dan Real Estat,Developer Properti,GMTD.JK,https://stockbit.com/symbol/GMTD
SATU,Properti dan Real Estat,Developer Properti,SATU.JK,https://stockbit.com/symbol/SATU
FMII,Properti dan Real Estat,Developer Properti,FMII.JK,https://stockbit.com/symbol/FMII
RDTX,Properti dan Real Estat,Developer Properti,RDTX.JK,https://stockbit.com/symbol/RDTX
DART,Properti dan Real Estat,Developer Properti,DART.JK,https://stockbit.com/symbol/DART
MKPI,Properti dan Real Estat,Developer Properti,MKPI.JK,https://stockbit.com/symbol/MKPI
PLIN,Properti dan Real Estat,Developer Properti,PLIN.JK,https://stockbit.com/symbol/PLIN
INPP,Properti dan Real Estat,Developer Properti,INPP.JK,https://stockbit.com/symbol/INPP
POLI,Properti dan Real Estat,Developer Properti,POLI.JK,https://stockbit.com/symbol/POLI
OMRE,Properti dan Real Estat,Developer Properti,OMRE.JK,https://stockbit.com/symbol/OMRE
POLL,Properti dan Real Estat,Developer Properti,POLL.JK,https://stockbit.com/symbol/POLL
HBAT,Properti dan Real Estat,Developer Properti,HBAT.JK,https://stockbit.com/symbol/HBAT
MTSM,Properti dan Real Estat,Developer Properti,MTSM.JK,https://stockbit.com/symbol/MTSM
POSA,Properti dan Real Estat,Developer Properti,POSA.JK,https://stockbit.com/symbol/POSA
BIKA,Properti dan Real Estat,Developer Properti,BIKA.JK,https://stockbit.com/symbol/BIKA
CPRI,Properti dan Real Estat,Developer Properti,CPRI.JK,https://stockbit.com/symbol/CPRI
GAMA,Properti dan Real Estat,Developer Properti,GAMA.JK,https://stockbit.com/symbol/GAMA
IPAC,Properti dan Real Estat,Developer Properti,IPAC.JK,https://stockbit.com/symbol/IPAC
ARMY,Properti dan Real Estat,Developer Properti,ARMY.JK,https://stockbit.com/symbol/ARMY
COWL,Properti dan Real Estat,Developer Properti,COWL.JK,https://stockbit.com/symbol/COWL
RIMO,Properti dan Real Estat,Developer Properti,RIMO.JK,https://stockbit.com/symbol/RIMO
LCGP,Properti dan Real Estat,Developer Properti,LCGP.JK,https://stockbit.com/symbol/LCGP
INDO,Properti dan Real Estat,Jasa Real Estat,INDO.JK,https://stockbit.com/symbol/INDO
PADA,Perindustrian,Jasa Sdm,PADA.JK,https://stockbit.com/symbol/PADA
SOSS,Perindustrian,Jasa Sdm,SOSS.JK,https://stockbit.com/symbol/SOSS
KING,Perindustrian,Jasa Sdm,KING.JK,https://stockbit.com/symbol/KING
JTPE,Perindustrian,Percetakan,JTPE.JK,https://stockbit.com/symbol/JTPE
LABA,Perindustrian,Mesin Komponen Perindustrian,LABA.JK,https://stockbit.com/symbol/LABA
PTMP,Perindustrian,Mesin Komponen Perindustrian,PTMP.JK,https://stockbit.com/symbol/PTMP
MARK,Perindustrian,Mesin Komponen Perindustrian,MARK.JK,https://stockbit.com/symbol/MARK
GPSO,Perindustrian,Mesin Komponen Perindustrian,GPSO.JK,https://stockbit.com/symbol/GPSO
ARKA,Perindustrian,Mesin Komponen Perindustrian,ARKA.JK,https://stockbit.com/symbol/ARKA
AMIN,Perindustrian,Mesin Komponen Perindustrian,AMIN.JK,https://stockbit.com/symbol/AMIN
APII,Perindustrian,Mesin Komponen Perindustrian,APII.JK,https://stockbit.com/symbol/APII
INDX,Perindustrian,Jasa Konsultan,INDX.JK,https://stockbit.com/symbol/INDX
MUTU,Perindustrian,Jasa Konsultan,MUTU.JK,https://stockbit.com/symbol/MUTU
CRSN,Perindustrian,Jasa Konsultan,CRSN.JK,https://stockbit.com/symbol/CRSN
UNTR,Perindustrian,Mesin Konstruksi Kendaraan Berat,UNTR.JK,https://stockbit.com/symbol/UNTR
NTBK,Perindustrian,Mesin Konstruksi Kendaraan Berat,NTBK.JK,https://stockbit.com/symbol/NTBK
HEXA,Perindustrian,Mesin Konstruksi Kendaraan Berat,HEXA.JK,https://stockbit.com/symbol/HEXA
SMIL,Perindustrian,Mesin Konstruksi Kendaraan Berat,SMIL.JK,https://stockbit.com/symbol/SMIL
HOPE,Perindustrian,Mesin Konstruksi Kendaraan Berat,HOPE.JK,https://stockbit.com/symbol/HOPE
KOBX,Perindustrian,Mesin Konstruksi Kendaraan Berat,KOBX.JK,https://stockbit.com/symbol/KOBX
SKRN,Perindustrian,Mesin Konstruksi Kendaraan Berat,SKRN.JK,https://stockbit.com/symbol/SKRN
WIDI,Perindustrian,Mesin Konstruksi Kendaraan Berat,WIDI.JK,https://stockbit.com/symbol/WIDI
INTA,Perindustrian,Mesin Konstruksi Kendaraan Berat,INTA.JK,https://stockbit.com/symbol/INTA
IBFN,Perindustrian,Mesin Konstruksi Kendaraan Berat,IBFN.JK,https://stockbit.com/symbol/IBFN
BACH,Perindustrian,Perdagangan Barang Perindustrian,BACH.JK,https://stockbit.com/symbol/BACH
NAIK,Perindustrian,Perdagangan Barang Perindustrian,NAIK.JK,https://stockbit.com/symbol/NAIK
TIRA,Perindustrian,Perdagangan Barang Perindustrian,TIRA.JK,https://stockbit.com/symbol/TIRA
TRIL,Perindustrian,Perdagangan Barang Perindustrian,TRIL.JK,https://stockbit.com/symbol/TRIL
ASGR,Perindustrian,Jasa Pendukung Bisnis,ASGR.JK,https://stockbit.com/symbol/ASGR
ICON,Perindustrian,Jasa Pendukung Bisnis,ICON.JK,https://stockbit.com/symbol/ICON
DYAN,Perindustrian,Jasa Pendukung Bisnis,DYAN.JK,https://stockbit.com/symbol/DYAN
MFMI,Perindustrian,Jasa Pendukung Bisnis,MFMI.JK,https://stockbit.com/symbol/MFMI
ASII,Perindustrian,Perusahaan Holding,ASII.JK,https://stockbit.com/symbol/ASII
BNBR,Perindustrian,Perusahaan Holding,BNBR.JK,https://stockbit.com/symbol/BNBR
BHIT,Perindustrian,Perusahaan Holding,BHIT.JK,https://stockbit.com/symbol/BHIT
FOLK,Perindustrian,Perusahaan Holding,FOLK.JK,https://stockbit.com/symbol/FOLK
ZBRA,Perindustrian,Perusahaan Holding,ZBRA.JK,https://stockbit.com/symbol/ZBRA
PIPA,Perindustrian,Bahan Bangunan,PIPA.JK,https://stockbit.com/symbol/PIPA
IMPC,Perindustrian,Bahan Bangunan,IMPC.JK,https://stockbit.com/symbol/IMPC
KUAS,Perindustrian,Bahan Bangunan,KUAS.JK,https://stockbit.com/symbol/KUAS
SINI,Perindustrian,Bahan Bangunan,SINI.JK,https://stockbit.com/symbol/SINI
TOTO,Perindustrian,Bahan Bangunan,TOTO.JK,https://stockbit.com/symbol/TOTO
CTTH,Perindustrian,Bahan Bangunan,CTTH.JK,https://stockbit.com/symbol/CTTH
ARNA,Perindustrian,Bahan Bangunan,ARNA.JK,https://stockbit.com/symbol/ARNA
IKAI,Perindustrian,Bahan Bangunan,IKAI.JK,https://stockbit.com/symbol/IKAI
SPTO,Perindustrian,Bahan Bangunan,SPTO.JK,https://stockbit.com/symbol/SPTO
CAKK,Perindustrian,Bahan Bangunan,CAKK.JK,https://stockbit.com/symbol/CAKK
MLIA,Perindustrian,Bahan Bangunan,MLIA.JK,https://stockbit.com/symbol/MLIA
AMFG,Perindustrian,Bahan Bangunan,AMFG.JK,https://stockbit.com/symbol/AMFG
KIAS,Perindustrian,Bahan Bangunan,KIAS.JK,https://stockbit.com/symbol/KIAS
KOIN,Perindustrian,Bahan Bangunan,KOIN.JK,https://stockbit.com/symbol/KOIN
KBLI,Perindustrian,Komponen Peralatan Kelistrikan,KBLI.JK,https://stockbit.com/symbol/KBLI
CCSI,Perindustrian,Komponen Peralatan Kelistrikan,CCSI.JK,https://stockbit.com/symbol/CCSI
VOKS,Perindustrian,Komponen Peralatan Kelistrikan,VOKS.JK,https://stockbit.com/symbol/VOKS
SCCO,Perindustrian,Komponen Peralatan Kelistrikan,SCCO.JK,https://stockbit.com/symbol/SCCO
JECC,Perindustrian,Komponen Peralatan Kelistrikan,JECC.JK,https://stockbit.com/symbol/JECC
KBLM,Perindustrian,Komponen Peralatan Kelistrikan,KBLM.JK,https://stockbit.com/symbol/KBLM
IKBI,Perindustrian,Komponen Peralatan Kelistrikan,IKBI.JK,https://stockbit.com/symbol/IKBI
MHKI,Perindustrian,Jasa Pengelolaan Lingkungan,MHKI.JK,https://stockbit.com/symbol/MHKI
HYGN,Perindustrian,Jasa Pengelolaan Lingkungan,HYGN.JK,https://stockbit.com/symbol/HYGN
VISI,Perindustrian,Peralatan Kantor,VISI.JK,https://stockbit.com/symbol/VISI
BLUE,Perindustrian,Peralatan Kantor,BLUE.JK,https://stockbit.com/symbol/BLUE
LION,Perindustrian,Peralatan Kantor,LION.JK,https://stockbit.com/symbol/LION
MDRN,Perindustrian,Peralatan Kantor,MDRN.JK,https://stockbit.com/symbol/MDRN
KONI,Perindustrian,Peralatan Kantor,KONI.JK,https://stockbit.com/symbol/KONI
BINO,Perindustrian,Peralatan Kantor,BINO.JK,https://stockbit.com/symbol/BINO
ELSA,Energi,Pengeboran Migas,ELSA.JK,https://stockbit.com/symbol/ELSA
APEX,Energi,Pengeboran Migas,APEX.JK,https://stockbit.com/symbol/APEX
BIPI,Energi,Distribusi Batu Bara,BIPI.JK,https://stockbit.com/symbol/BIPI
CBRE,Energi,Distribusi Batu Bara,CBRE.JK,https://stockbit.com/symbol/CBRE
TEBE,Energi,Distribusi Batu Bara,TEBE.JK,https://stockbit.com/symbol/TEBE
